=== EXTRAITS ALÉATOIRES BDPM (100 lignes/fichier) ===
Généré le : 2025-11-24 10:02:57.275181


==================================================
FICHIER : CIS_COMPO_bdpm.txt
Lignes totales : 32563 | Extraites : 200
==================================================

66123498	RABEPRAZOLE ARROW GENERIQUES 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation active	Procédure nationale	Commercialisée	16/03/2012			 ARROW GENERIQUES	Non
68420651	IRBESARTAN VIATRIS 75 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	07/11/2011			 VIATRIS SANTE	Non
61863085	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 175 mg/43,75 mg/200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	27/11/2015			 ARROW GENERIQUES	Non
69893582	LOXAPAC 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	14/06/1995			 CNX THERAPEUTICS FRANCE	Non
67080391	AMGEVITA 40 mg, solution injectable en stylo prérempli	solution injectable	sous-cutanée	Autorisation active	Procédure centralisée	Non commercialisée	22/03/2017	Warning disponibilité	EU/1/16/1164	 AMGEN EUROPE	Non
63255320	LETROZOLE ZYDUS 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	13/10/2009			 ZYDUS FRANCE	Non
64933044	CELSENTRI 75 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Non commercialisée	06/07/2017	Warning disponibilité	EU/1/07/418	 VIIV HEALTHCARE UK (ROYAUME-UNI)	Non
60156089	BICALUTAMIDE ALMUS 50 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Non commercialisée	14/05/2008	Warning disponibilité		 ALMUS FRANCE	Non
60464076	SPIRONOLACTONE VIATRIS 25 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	27/08/2009			 VIATRIS SANTE	Non
66051440	LEVOCETIRIZINE BIOGARAN 5 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Commercialisée	01/03/2010			 BIOGARAN	Non
60665912	DRILL SANS SUCRE ANIS MENTHE, pastille édulcorée à l'isomalt et à l'acésulfame de potassium	pastille	voie buccale autre	Autorisation active	Procédure nationale	Commercialisée	10/04/2008			 PIERRE FABRE MEDICAMENT	Non
60814847	ENTECAVIR HCS 0,5 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	28/03/2018	Warning disponibilité		 HCS (BELGIQUE)	Non
62611895	GABAPENTINE ARROW GENERIQUES 400 mg, gélule	gélule	orale	Autorisation active	Procédure décentralisée	Commercialisée	12/07/2011			 ARROW GENERIQUES	Non
69119067	DAPTOMYCINE TILLOMED 500 mg, poudre pour solution injectable/pour perfusion	poudre pour solution injectable ou pour perfusion	intraveineuse	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	13/12/2023			 TILLOMED PHARMA (ALLEMAGNE)	Non
68399755	APREPITANT REDDY PHARMA 125 mg, gélule et APREPITANT REDDY PHARMA 80 mg, gélule	gélule et  gélule	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	11/01/2019	Warning disponibilité		 REDDY PHARMA	Non
61709735	KEVZARA 200 mg, solution injectable en stylo prérempli	solution injectable	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	23/06/2017		EU/1/17/1196	 SANOFI WINTHROP INDUSTRIE	Non
68830198	PREDNISONE ZENTIVA 5 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	15/04/1998			 ZENTIVA FRANCE	Non
67568483	ASPAVELI 1080 mg, solution pour perfusion	solution pour perfusion	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	13/12/2021		EU/1/21/1595	 SWEDISH ORPHAN BIOVITRUM (SUEDE)	Oui
63434686	EPCLUSA 400 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	06/07/2016		EU/1/16/1116	 GILEAD SCIENCES IRELAND UC (IRLANDE)	Non
63353031	EPLERENONE VIATRIS GENERIQUES 50 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	04/06/2015	Warning disponibilité		 VIATRIS UP	Non
66960428	KALMIA LATIFOLIA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	31/07/2013			 LEHNING	Non
67690537	L 25, solution buvable en gouttes	solution buvable gouttes	sublinguale	Autorisation active	Procédure nationale	Non commercialisée	10/06/2021	Warning disponibilité		 LEHNING	Non
69754337	NEUTRAVERA GLUCOSE 2,3 %, CALCIUM 1,25 mmol/l, solution pour dialyse péritonéale	solution pour dialyse péritonéale	intrapéritonéale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	20/09/2004			 FRESENIUS MEDICAL CARE DEUTSCHLAND (ALLEMAGNE)	Non
69828759	LACTULOSE FRESENIUS 670 mg/ml, solution buvable en flacon	solution buvable	orale	Autorisation active	Procédure décentralisée	Commercialisée	15/12/2010			 FRESENIUS KABI AUSTRIA (AUTRICHE)	Non
62964361	MOVENTIG 25 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	08/12/2014		EU/1/14/962	 GRUNENTHAL	Non
62929218	ARTERE CORONAIRE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	07/08/2020			 BOIRON	Non
67245028	NAROPEINE 10 mg/ml, solution injectable en ampoule	solution injectable	infiltration;péridurale;périneurale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	20/08/1996			 SANDOZ	Non
69302392	ARIPIPRAZOLE ARROW 5 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	28/05/2018			 ARROW GENERIQUES	Non
64860361	VENLAFAXINE VIATRIS LP 37,5 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation active	Procédure décentralisée	Commercialisée	17/09/2008			 VIATRIS SANTE	Non
68155441	PARACETAMOL VIATRIS CONSEIL 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	23/08/2019			 VIATRIS SANTE	Non
65410278	TEPADINA 100 mg, poudre pour concentré pour solution pour perfusion	poudre pour concentré pour solution pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	15/03/2010		EU/1/10/622	 ADIENNE (ITALIE)	Non
65990614	SCEMBLIX 40 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	25/08/2022		EU/1/22/1670	 NOVARTIS EUROPHARM (IRLANDE)	Oui
60914573	TEMODAL 20 mg, gélule	gélule	orale	Autorisation active	Procédure centralisée	Non commercialisée	26/01/1999	Warning disponibilité	EU/1/98/096	 MERCK SHARP & DOHME (PAYS-BAS)	Non
64748348	PANCREINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 crème et solution et granules et poudre	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	23/05/2019			 WELEDA	Non
65272215	IMODIUMLINGUAL 2 mg, lyophilisat oral	lyophilisat	orale	Autorisation active	Procédure nationale	Commercialisée	28/05/2002			 KENVUE FRANCE	Non
63350334	BRASSICA NAPUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	23/12/2020			 BOIRON	Non
66328738	TELMISARTAN SANDOZ 80 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	10/08/2011			 SANDOZ	Non
61173013	TRIFLUCAN 100 mg, gélule	gélule	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	09/03/1990			 PFIZER HOLDING FRANCE	Non
61501937	CANDESARTAN BIOGARAN 32 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	19/09/2011			 BIOGARAN	Non
63124513	ALBUREX 200 g/L, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	22/07/2020			 CSL BEHRING (ALLEMAGNE)	Non
61890673	NATRIXAM 1,5 mg/5 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale	Autorisation active	Autorisation d'importation parallèle	Commercialisée	23/03/2021			 DIFARMED (ESPAGNE)	Non
69535005	HYPOPHYSINE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	02/06/2020			 BOIRON	Non
64595233	CHINA REGIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	18/03/2019			 BOIRON	Non
67461428	PRASUGREL EG 10 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	30/04/2018	Warning disponibilité		 EG LABO - LABORATOIRES EUROGENERICS	Non
62263894	MINIRIN SPRAY 10 microgrammes par dose, solution endonasale en flacon pulvérisateur	solution	nasale	Autorisation active	Procédure nationale	Commercialisée	08/02/1988			 FERRING (FRANCE)	Non
65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante	gélule gastro-résistant(e)	orale	Autorisation active	Procédure nationale	Commercialisée	12/08/2016			 EVOLUPHARM	Non
61669536	TRANSVERCID 3,62 mg/6 mm, dispositif pour application cutanée	dispositif pour application	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	12/07/1994	Warning disponibilité		 PIERRE FABRE MEDICAMENT	Non
69207994	VOLTARENACTIGO 1 %, gel en flacon pressurisé	gel	cutanée	Autorisation active	Procédure nationale	Non commercialisée	12/04/1996	Warning disponibilité		 HALEON FRANCE	Non
67025516	VALPROATE DE SODIUM BIOGARAN L.P. 500 mg, comprimé pelliculé sécable à libération prolongée	comprimé pelliculé sécable à libération prolongée	orale	Autorisation active	Procédure nationale	Non commercialisée	10/08/2005	Warning disponibilité		 BIOGARAN	Oui
69289895	FULVESTRANT MYLAN 250 mg, solution injectable en seringue préremplie	solution injectable	intramusculaire	Autorisation active	Procédure centralisée	Commercialisée	08/01/2018		EU/1/17/1253	 MYLAN PHARMACEUTICALS (IRLANDE)	Non
64578846	SEDINAX, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	06/01/2020			 TILMAN (BELGIQUE)	Non
63393104	PROGESTAN 100 mg, capsule molle ou capsule molle vaginale	capsule molle	orale;vaginale	Autorisation active	Procédure nationale	Commercialisée	11/06/2003			 BESINS HEALTHCARE FRANCE	Non
62444574	NAUTAMINE, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	10/12/1997			 COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE)	Non
61282094	BISOPROLOL/HYDROCHLOROTHIAZIDE VIATRIS 2,5 mg/6,25 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Commercialisée	17/07/2012			 VIATRIS SANTE	Non
61668199	MIANSERINE TEVA 30 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	06/07/2001			 TEVA SANTE	Non
69093245	CIPROFLOXACINE BIOGARAN 250 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	25/01/2002			 BIOGARAN	Non
63149484	HYOSCYAMUS NIGER WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  crème et  solution en gouttes en gouttes	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	03/11/2009			 WELEDA	Non
65963453	APREXEVO 150 mg/5 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Commercialisée	14/05/2020			 SANOFI WINTHROP INDUSTRIE	Non
66173348	NGENLA 24 mg, solution injectable en stylo prérempli	solution injectable	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	14/02/2022		EU/1/21/1617	 PFIZER EUROPE MA EEIG (BELGIQUE)	Oui
67337081	ZYTIGA 500 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	09/11/2016		EU/1/11/714	 JANSSEN CILAG INTERNATIONAL NV	Non
61641704	SPRYCEL 10 mg/mL, poudre pour suspension buvable	poudre pour suspension buvable	orale	Autorisation active	Procédure centralisée	Commercialisée	02/07/2018		EU/1/06/363	 BRISTOL-MYERS SQUIBB PHARMA (IRLANDE)	Non
63485232	IBUPRADOLL 400 mg, capsule molle	capsule molle	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	16/08/2016	Warning disponibilité		 OPELLA HEALTHCARE FRANCE	Non
62549785	DIMETHYL FUMARATE MYLAN 120 mg, gélule gastro-résistante	gélule gastro-résistant(e)	orale	Autorisation abrogée	Procédure centralisée	Non commercialisée	13/05/2022	Warning disponibilité	EU/1/22/1634	 MYLAN IRELAND (IRLANDE)	Non
63308730	TENOFOVIR DISOPROXIL VIATRIS 245 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	08/12/2016		EU/1/16/1129	 VIATRIS (IRLANDE)	Non
65431361	ROPINIROLE VIATRIS LP 2 mg, comprimé à libération prolongée	comprimé à libération prolongée	orale	Autorisation active	Procédure décentralisée	Commercialisée	27/02/2017			 VIATRIS SANTE	Non
68773605	EMCITATE 350 microgrammes, comprimé dispersible	comprimé dispersible	orale	Autorisation active	Procédure centralisée	Commercialisée	12/02/2025		EU/1/24/1897	 RARE THYROID THERAPEUTICS INTERNATIONAL AB (SUEDE)	Non
66397549	EZETIMIBE/SIMVASTATINE BIOGARAN 10 mg/20 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	04/08/2017			 BIOGARAN	Non
63458160	ENALAPRIL ARROW LAB 20 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	12/10/2018			 ARROW GENERIQUES	Non

==================================================
FICHIER : CIS_CIP_bdpm.txt
Lignes totales : 20925 | Extraites : 200
==================================================

64610112	4163911	plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)	Présentation active	Déclaration de commercialisation	21/12/2011	3400941639111	oui	65%	12,00	13,02	1,02	
61111570	5870148	10 ampoule(s) en verre de 20 ml	Présentation active	Déclaration d'arrêt de commercialisation	21/01/2022	3400958701481	non					
65239699	3962840	plaquette(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	11/01/2010	3400939628400	oui	15%	4,74	5,76	1,02	Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Douleurs liées à des troubles fonctionnels digestifs<br>- Douleurs, troubles du transit et inconfort intestinal liés à des troubles fonctionnels intestinaux. ; JOURNAL OFFICIEL ; 02/10/15
67240910	2793329	plaquette(s) aluminium de 28 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	09/04/2024	3400927933295	non	65%	4,10	5,12	1,02	
63501124	3716791	plaquette(s) thermoformée(s) aluminium PVC de 56 comprimé(s)	Présentation active	Déclaration de commercialisation	31/08/2007	3400937167918	oui	65%	14,62	15,64	1,02	Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Insuffisance cardiaque, en respectant certaines conditions. ; JOURNAL OFFICIEL ; 13/02/18
68615199	2240725	plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	12/10/2012	3400922407258	oui	65%	10,53	13,29	2,76	
66785854	3009827	6 seringue(s) préremplie(s) en verre de 0,4 ml	Présentation active	Déclaration de commercialisation	19/09/2018	3400930098271	oui	65%	25,45	26,47	1,02	
68903689	3531471	plaquette(s) PVC-Aluminium de 90 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	23/01/2023	3400935314710	non	65%	5,79	8,55	2,76	
68989318	3027714	plaquette(s) PVC PVDC aluminium de 252 comprimé(s)	Présentation active	Déclaration de commercialisation	25/04/2025	3400930277140	oui	30 %	725,51	726,53	1,02	
65982553	3523997	4 sachet(s) P-A-M-éthylène (SURLYN) aluminium polyéthylène papier de 1 dispositif(s)	Présentation active	Déclaration de commercialisation	15/12/2000	3400935239976	oui	65%	5,87	6,89	1,02	
63330335	3025051	plaquette(s) aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	24/08/2022	3400930250518	oui	65 %	322,08	323,10	1,02	
63795537	3015508	2 seringue(s) préremplie(s) en verre de 0,8 ml avec dispositif(s) de sécurité de l'aiguille avec piston(s) en plastique	Présentation active	Déclaration d'arrêt de commercialisation	05/12/2023	3400930155080	non	65%	422,32	423,34	1,02	
62789435	5733546	10 flacon(s) en verre de 250 ml	Présentation active	Déclaration de commercialisation	16/06/2009	3400957335465	oui					
66947007	3335959	8 sachet(s) papier aluminium polyéthylène de 5 g	Présentation active	Déclaration de commercialisation	19/09/1991	3400933359591	non					
66666597	2694366	plaquette(s) PVC-Aluminium de 28 gélule(s)	Présentation active	Déclaration de commercialisation	24/07/2014	3400926943660	oui	65%	4,95	5,97	1,02	
69236394	5623237	1 flacon(s) en verre de 370  MBq	Présentation active	Déclaration de commercialisation	20/06/2011	3400956232376	oui					
62904987	3615593	20 poche(s) polyoléfine polyamide suremballée(s)/surpochée(s) de 500  ml	Présentation active	Déclaration de commercialisation	29/12/2004	3400936155930	oui					
61410569	2168991	plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	16/01/2012	3400921689914	oui	30%	4,01	5,03	1,02	
61666846	3004329	flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	03/06/2016	3400930043295	oui	65 %	218,31	219,33	1,02	
69880873	2781591	3 pilulier(s) polypropylène de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	02/06/2025	3400927815911	oui					
68463581	3958028	plaquette(s) formée(s) à froid aluminium PVC de 5 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	16/01/2023	3400939580289	non	65%	8,73	9,75	1,02	
60493619	3397340	film(s) thermosoudé(s) aluminium polyéthylène de 20 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	20/08/2023	3400933973407	non					
63878584	4186639	plaquette(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	24/09/2021	3400941866395	non					
67348487	5836269	20 ampoule(s) polyéthylène Mini-Plasco Connect de 20 ml	Présentation active	Déclaration de commercialisation	03/10/2017	3400958362699	oui					
65511373	2764865	plaquette(s) PVC-Aluminium de 56 comprimé(s)	Présentation active	Déclaration de commercialisation	30/09/2014	3400927648656	non					
64260345	2664626	12 plaquette(s) thermoformée(s) PVC-Aluminium de 1 comprimé(s)	Présentation active	Déclaration de commercialisation	24/06/2013	3400926646264	oui					
63943669	3028586	plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	14/10/2024	3400930285862	oui					
68522318	4916345	plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	14/11/2011	3400949163458	oui	65%	10,53	13,29	2,76	
69544246	3015749	1 flacon(s) polytéréphtalate (PET) de 500 mL avec gobelet(s) doseur(s) polypropylène	Présentation active	Déclaration d'arrêt de commercialisation	26/01/2022	3400930157497	non					
64478874	2670495	1 flacon(s) en verre brun de 200 ml avec pipette(s) doseuse(s)	Présentation active	Déclaration de commercialisation	11/10/2013	3400926704957	oui	100%	379,97	380,99	1,02	
62543825	3029607	1 flacon(s) polyéthylène haute densité (PEHD) de 200  ml	Présentation active	Déclaration de commercialisation	19/01/1962	3400930296073	non					
69761926	3014128	8 plaquette(s) unitaires PVC PVDC aluminium de 1 comprimé(s)	Présentation active	Déclaration de commercialisation	07/11/2018	3400930141281	oui					
61698947	3696700	pilulier(s) polypropylène de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	28/10/2005	3400936967007	oui	65%	6,81	7,83	1,02	
68516653	3626651	1 flacon(s) polyéthylène de 200 ml avec une cuillère-mesure bicéphale (Polystyrène) de 2,5 ml et 5 ml.	Présentation active	Arrêt de commercialisation (le médicament n'a plus d'autorisation)	08/09/2022	3400936266513	non					
69953524	3585805	8 sachet(s) aluminium de 1 dispositif(s)	Présentation active	Déclaration d'arrêt de commercialisation	03/02/2022	3400935858054	non	65%	5,87	6,89	1,02	
67121475	5503191	1 seringue (polypropylène) à double compartiment de 1 * 4 ml (2 ml + 2 ml) fermée par un capuchons avec un dispositif constitué de 2 pièces de raccordement et de 4 canules	Présentation active	Déclaration de commercialisation	07/03/2018	3400955031918	oui					
65320140	3098471	1 sachet(s) polyéthylène de 700 g avec cuillère-mesure polystyrène de 5 ml	Présentation active	Déclaration de commercialisation	19/01/1936	3400930984710	non					
66532840	5808770	flacon(s) en verre de 10 ml	Présentation active	Déclaration de commercialisation	01/10/2011	3400958087707	oui					
66937155	2676256	6 plaquette(s) thermoformée(s) PVC-Aluminium de 10 gélule(s)	Présentation active	Déclaration de commercialisation	16/01/2013	3400926762568	oui	100%	3,611,90	3,612,92	1,02	Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Cancer du poumon non à petites cellules, mais pour certaines formes et dans certaines conditions uniquement ; JOURNAL OFFICIEL ; 03/09/13
61030104	5759505	5 sachet(s) polyéthylène basse densité (PEBD) aluminium polytéréphtalate (PET) de 1 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	31/08/2023	3400957595050	non					
66903345	3718330	plaquette(s) PVC PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	12/06/2024	3400937183307	non	65%	3,64	4,66	1,02	
62094992	3020487	plaquette(s) PVC-Aluminium de 16 comprimé(s)	Présentation active	Déclaration de commercialisation	02/11/2022	3400930204870	oui	65 %	1,62	2,64	1,02	
62505333	3001104	plaquette(s) aluminium PVC OPA : polyyamide orienté de 60 comprimé(s)	Présentation active	Déclaration de commercialisation	26/10/2017	3400930011041	oui	65%	590,11	591,13	1,02	
61711184	3026940	plaquettes PVC PVDC aluminium de 49 comprimés (42 comprimés de 15 mg + 7 comprimés de 20 mg) - Kit dinitiation	Présentation active	Déclaration de commercialisation	18/04/2024	3400930269404	oui					
68361320	2199661	1 bouteille(s) en aluminium, en aluminium frettée ou en acier de 15 l munie d'un robinet en laiton à pression résiduelle avec raccord de sortie normalisé	Présentation active	Déclaration de commercialisation	22/01/2013	3400921996616	oui					
65124280	3550652	plaquette(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	24/06/2004	3400935506528	oui	65%	1,34	2,36	1,02	
67895104	3027110	1 tube-canule aluminium polyéthylène basse densité (PEBD) de 30 g	Présentation active	Déclaration de commercialisation	02/10/2025	3400930271100	non					
63314886	3813442	1 flacon en verre brun de 200 ml avec gobelet doseur polypropylène	Présentation active	Déclaration de commercialisation	07/01/2008	3400938134421	non					
66745781	5625590	1 bouteille en acier de 47 l munie d'un robinet en laiton avec raccord de sortie normalisé	Présentation active	Déclaration de commercialisation	13/09/2001	3400956255900	oui					
60018444	3010100	30 plaquette(s) prédécoupées unitaires aluminium OPA : polyamide orienté PVC-Aluminium de 1 comprimé(s)	Présentation active	Déclaration de commercialisation	06/01/2021	3400930101001	oui	65 %	155,22	156,24	1,02	
62468632	3949928	plaquette(s) aluminium de 30 gélule(s)	Présentation active	Déclaration de commercialisation	24/11/2009	3400939499284	oui	65%	4,13	5,15	1,02	Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- Baisse du taux de cholestérol dans certaines formes d'hypercholestérolémies, en complément d'un régime adapté et assidu. ; JOURNAL OFFICIEL ; 04/05/06
68106558	3016723	28 plaquette(s) PVC OPA : polyamide orienté aluminium de 1 comprimé (délivrance à lunité)	Présentation active	Déclaration de commercialisation	24/04/2019	3400930167236	oui	65%	8,72	9,74	1,02	
69836880	3027687	1 flacon polyéthylène haute densité (PEHD) de 30 comprimés	Présentation active	Déclaration de commercialisation	10/04/2024	3400930276877	oui	65 %	7,68	8,70	1,02	
61634478	3002424	7 sachet(s) papier polyester aluminium copolymère d'éthylène polyamide de 1 dispositif(s)	Présentation active	Déclaration de commercialisation	15/01/2019	3400930024249	oui	65%	5,82	6,84	1,02	
65370047	3739220	plaquette(s) PVC-Aluminium de 84 comprimé(s)	Présentation active	Déclaration de commercialisation	06/04/2012	3400937392204	oui	65%	10,13	12,89	2,76	Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Hypertension artérielle<br>- Insuffisance cardiaque congestive<br>- Atteinte rénale du patient diabétique (type 2) hypertendu ayant une maladie rénale débutante ; JOURNAL OFFICIEL ; 23/08/08
68178924	3532298	plaquette(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	22/06/2001	3400935322982	oui	65%	3,42	4,44	1,02	
64346456	3025862	1 cartouche en verre de 1,5 mL dans stylo prérempli + 4 aiguilles	Présentation active	Déclaration de commercialisation	25/09/2024	3400930258620	non					
69047251	4971841	plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s)	Présentation active	Déclaration de commercialisation	24/03/2011	3400949718412	oui	65%	2,19	3,21	1,02	
66163507	3011767	30 plaquette(s) prédécoupée(s) unitaire(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s)	Présentation active	Déclaration de commercialisation	17/04/2019	3400930117675	oui	100%	1,226,20	1,227,22	1,02	
63696471	3007789	7 plaquette(s) PVC polyéthylène polychlortrifluoroéthylène unidose(s) de 1 comprimé(s)	Présentation active	Déclaration de commercialisation	15/02/2017	3400930077894	oui	100%	334,22	335,24	1,02	Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Certains types de Leucémie Lymphoïde Chronique. ; JOURNAL OFFICIEL ; 12/06/18
60890204	4924445	1 flacon(s) en verre brun de 150 ml avec gobelet(s) doseur(s) polypropylène	Présentation active	Déclaration de commercialisation	15/09/2010	3400949244454	oui	15%	1,99	3,01	1,02	
60406781	5505205	5 ampoule(s) en verre de 5 mL	Présentation active	Déclaration de commercialisation	28/12/2018	3400955052050	oui					
60815657	5505005	1 flacon(s) en verre de 50  mL	Présentation active	Déclaration de commercialisation	12/05/2020	3400955050056	oui					
67208154	3021023	1 bouteille en aluminium ou en aluminium frettée de 5 L munie d'un robinet en laiton avec manodétendeur intégré à simple détente, et prises normalisées (bouteille Oyan)	Présentation active	Déclaration de commercialisation	01/10/2020	3400930210239	oui					
69960586	3378348	plaquette(s) thermoformée(s) PVC PVDC aluminium de 1 capsule(s)	Présentation active	Déclaration de commercialisation	19/11/1995	3400933783488	oui	30%	3,34	4,36	1,02	
